label,x,y
Spot_10198,12783.641577060933,9282.921146953406
Spot_10199,12808.295081967211,9280.508196721312
Spot_102,12411.488235294117,6427.7
Spot_1020,12639.458737864077,6875.393203883496
Spot_10200,12943.171428571428,9282.931428571428
Spot_10201,11740.695121951221,9276.90243902439
Spot_10202,12324.56074766355,9282.7476635514
Spot_10203,12620.718181818182,9277.718181818182
Spot_10204,11403.132450331126,9280.980132450331
Spot_10205,11571.458015267175,9280.862595419847
Spot_10206,12106.285714285714,9282.248120300752
Spot_10207,12483.247524752473,9281.871287128712
Spot_10208,12851.455696202529,9287.367088607594
Spot_10209,10695.014084507042,9283.61971830986
Spot_1021,13306.716535433072,6868.8031496063
Spot_10210,11723.031746031746,9281.079365079366
Spot_10211,12887.32,9283.666666666666
Spot_10212,12958.284313725491,9283.480392156862
Spot_10213,11702.408653846154,9288.990384615385
Spot_10214,12174.37037037037,9284.234567901234
Spot_10215,12525.373287671233,9294.756849315068
Spot_10216,13037.062068965515,9289.289655172412
Spot_10217,12360.910891089108,9287.178217821782
Spot_10218,12745.322314049587,9285.760330578512
Spot_10219,12764.336363636365,9298.70303030303
Spot_1022,11492.09756097561,6871.0
Spot_10220,12235.767123287671,9286.246575342466
Spot_10221,12999.865284974094,9290.507772020725
Spot_10222,11957.525423728814,9292.203389830507
Spot_10223,12009.6875,9289.171875
Spot_10224,12264.055555555557,9300.722222222224
Spot_10225,12924.015384615383,9293.523076923077
Spot_10226,13070.452879581153,9305.602094240838
Spot_10227,10724.695652173914,9297.260869565218
Spot_10228,12340.666666666664,9293.52380952381
Spot_10229,12582.759759759758,9300.0
Spot_1023,11674.007246376812,6876.700483091789
Spot_10230,12726.686274509804,9297.901960784311
Spot_10231,10938.572727272729,9297.563636363637
Spot_10232,10984.09090909091,9296.325757575758
Spot_10233,12380.906666666666,9294.066666666668
Spot_10234,12500.06956521739,9294.652173913044
Spot_10235,12970.053892215568,9297.2874251497
Spot_10236,12023.952380952383,9298.285714285714
Spot_10237,12049.0,9297.37
Spot_10238,11127.95652173913,9291.565217391304
Spot_10239,11169.364705882354,9299.329411764706
Spot_1024,12019.540816326533,6868.7551020408155
Spot_10240,12414.203773584904,9304.041509433962
Spot_10241,12896.817307692307,9303.985576923076
Spot_10242,12819.541484716156,9305.751091703056
Spot_10243,13196.194078947368,9308.598684210529
Spot_10244,11026.517857142857,9307.34523809524
Spot_10245,11409.552795031057,9304.422360248449
Spot_10246,11983.834394904461,9302.929936305733
Spot_10247,10777.411764705883,9304.4
Spot_10248,12704.165354330711,9305.385826771651
Spot_1025,12173.051020408164,6867.938775510203
Spot_10250,11661.33953488372,9311.386046511629
Spot_10251,12316.023255813956,9302.790697674418
Spot_10252,12796.924731182795,9304.602150537634
Spot_10253,10653.379310344828,9310.724137931034
Spot_10255,11361.24731182796,9310.424731182795
Spot_10256,12106.367875647671,9308.538860103628
Spot_10257,11108.211656441716,9315.889570552148
Spot_10258,12641.554166666667,9313.7125
Spot_10259,13034.15238095238,9313.066666666668
Spot_10260,11270.10606060606,9312.681818181818
Spot_10261,11998.21641791045,9314.753731343284
Spot_10262,12258.609756097561,9320.121951219511
Spot_10263,12375.738461538462,9314.569230769232
Spot_10264,12475.331428571428,9316.64
Spot_10265,11301.455782312925,9314.52380952381
Spot_10266,12233.311764705884,9318.776470588236
Spot_10267,11939.970238095239,9317.77380952381
Spot_10268,12722.562594268476,9330.867269984918
Spot_10269,11388.201005025127,9320.316582914571
Spot_1027,13254.5,6871.266666666666
Spot_10270,12434.0,9321.429530201342
Spot_10271,12664.209677419352,9318.32258064516
Spot_10272,12563.894736842105,9318.410526315789
Spot_10273,13217.233532934131,9325.54491017964
Spot_10274,10786.942857142858,9321.8
Spot_10275,12453.419354838708,9322.70430107527
Spot_10276,11036.798319327729,9325.084033613446
Spot_10277,11203.537037037036,9323.037037037036
Spot_10278,11765.644444444444,9321.422222222222
Spot_10279,11834.796923076923,9327.655384615384
Spot_1028,13386.829268292684,6869.317073170731
Spot_10280,11868.804878048779,9324.479674796748
Spot_10281,12896.836734693878,9323.034013605442
Spot_10282,11905.31690140845,9326.753521126759
Spot_10283,13194.106382978724,9342.396276595744
Spot_10284,10870.938144329897,9326.474226804123
Spot_10285,10931.004081632653,9334.628571428571
Spot_10286,11434.195219123509,9333.621513944223
Spot_10287,12584.34677419355,9329.959677419354
Spot_10288,11085.659090909092,9330.113636363636
Spot_10289,13116.402777777776,9333.398148148148
Spot_1029,12194.202479338845,6873.702479338843
Spot_10291,11052.580310880827,9338.19170984456
Spot_10292,11127.846808510638,9335.927659574469
Spot_10293,11730.622549019607,9333.073529411764
Spot_10294,12052.289473684208,9330.605263157895
Spot_10295,12954.068493150686,9331.09589041096
Spot_10297,10684.103092783504,9335.53608247423
Spot_10298,10729.0,9336.272727272728
Spot_10299,10997.751824817517,9336.41605839416
Spot_103,13050.298387096775,6430.0
Spot_1030,12824.571428571431,6868.910714285716
Spot_10300,12645.884444444444,9336.444444444445
Spot_10301,11578.763239875389,9340.314641744548
Spot_10302,11701.964285714286,9337.580357142857
Spot_10303,12376.068965517241,9341.034482758621
Spot_10304,12666.949044585986,9338.84713375796
Spot_10305,10648.147208121827,9342.725888324872
Spot_10306,11817.738095238095,9342.626984126984
Spot_10307,12069.439393939394,9338.727272727272
Spot_10308,12937.145161290322,9341.201612903224
Spot_10309,13335.782178217822,9343.138613861383
Spot_1031,13138.005128205126,6873.974358974359
Spot_10310,13365.286666666667,9347.163333333334
Spot_10311,11795.865671641792,9338.805970149251
Spot_10312,11895.305389221558,9343.053892215568
Spot_10313,13223.620915032681,9343.59477124183
Spot_10314,11107.245283018867,9345.943396226416
Spot_10315,12409.422641509434,9353.366037735848
Spot_10316,13050.660714285714,9344.794642857143
Spot_10317,13150.795811518325,9344.832460732983
Spot_10318,11609.620087336245,9349.336244541484
Spot_10319,11745.991561181434,9350.210970464135
Spot_1032,13183.521276595744,6870.670212765957
Spot_10320,12210.55882352941,9349.612745098038
Spot_10321,12469.75308641975,9345.864197530864
Spot_10322,10703.563636363637,9345.872727272726
Spot_10323,10722.373831775702,9352.841121495328
Spot_10324,10892.541666666666,9343.458333333334
Spot_10325,10985.619402985074,9354.119402985074
Spot_10326,11363.944444444443,9352.064814814816
Spot_10327,11421.113821138213,9352.325203252032
Spot_10328,11458.602564102563,9352.217948717951
Spot_10329,11881.275,9358.0
Spot_1033,13287.971223021585,6873.122302158274
Spot_10330,11969.776025236592,9361.492113564671
Spot_10331,12434.412,9361.46
Spot_10332,12589.636363636364,9357.136363636364
Spot_10333,13016.394495412844,9351.577981651375
Spot_10334,11931.882352941177,9357.35294117647
Spot_10335,12343.05017921147,9364.878136200718
Spot_10336,12842.589743589744,9355.641025641024
Spot_10337,12977.950570342207,9357.520912547528
Spot_10338,13118.260869565218,9354.765217391303
Spot_10339,13316.452830188678,9354.603773584906
Spot_10340,11784.59677419355,9359.084677419354
Spot_10341,12033.513513513513,9355.477477477478
Spot_10342,12317.93670886076,9357.253164556962
Spot_10343,12545.863777089786,9363.356037151703
Spot_10344,13172.216216216217,9357.054054054051
Spot_10345,12495.6452991453,9361.876068376068
Spot_10346,13259.898550724638,9355.811594202898
Spot_10347,11066.46153846154,9358.957264957266
Spot_10348,11105.846153846154,9364.583710407242
Spot_10349,11202.847665847668,9372.535626535626
Spot_1035,13885.489583333336,6873.354166666668
Spot_10350,11483.004784688997,9362.736842105263
Spot_10351,11809.089743589744,9363.916666666666
Spot_10352,13029.04069767442,9365.441860465116
Spot_10353,13227.180076628352,9363.689655172411
Spot_10354,10631.010471204188,9363.612565445026
Spot_10355,11321.395604395602,9365.868131868132
Spot_10356,11586.805555555557,9367.574074074077
Spot_10357,11844.208530805688,9366.8009478673
Spot_10358,11179.708333333336,9362.444444444445
Spot_10359,12472.08695652174,9363.686956521738
Spot_1036,13909.881465517241,6878.1530172413795
Spot_10360,12927.371900826447,9366.694214876034
Spot_10361,11248.264367816091,9368.850574712644
Spot_10362,11343.28813559322,9367.050847457629
Spot_10363,11719.671957671955,9370.502645502644
Spot_10364,12670.878048780489,9365.560975609756
Spot_10365,12751.666666666664,9373.912457912458
Spot_10366,11018.19298245614,9370.34649122807
Spot_10367,12304.130434782608,9368.217391304348
Spot_10368,11273.381679389311,9372.015267175573
Spot_10369,12859.491525423731,9371.604519774013
Spot_1037,11773.902173913044,6875.804347826086
Spot_10372,11050.40506329114,9371.113924050633
Spot_10373,12820.898395721924,9375.604278074868
Spot_10374,13113.880434782608,9375.46195652174
Spot_10375,13193.227777777778,9372.305555555555
Spot_10376,10812.736842105263,9381.361842105263
Spot_10377,10833.41592920354,9377.03982300885
Spot_10378,11297.39751552795,9379.431677018634
Spot_10379,11657.646153846155,9374.630769230771
Spot_1038,11894.20642201835,6877.045871559632
Spot_10380,12415.172839506173,9375.506172839509
Spot_10381,12531.766666666665,9379.94
Spot_10382,13287.492753623188,9377.77536231884
Spot_10383,11411.132743362832,9378.734513274336
Spot_10384,11565.0,9375.363636363636
Spot_10385,12509.5,9376.973214285714
Spot_10386,12905.078066914499,9380.639405204462
Spot_10387,10937.955445544554,9383.168316831685
Spot_10388,12081.090225563908,9382.06015037594
Spot_10389,12586.008620689656,9386.172413793105
Spot_1039,12562.95061728395,6877.9465020576135
Spot_10390,12984.539682539682,9378.15873015873
Spot_10391,12259.589285714286,9382.61607142857
Spot_10392,12964.18302387268,9391.610079575596
Spot_10393,13154.491329479768,9381.161849710983
Spot_10394,13325.11253196931,9392.572890025576
Spot_10395,10612.328282828285,9386.287878787878
Spot_10396,12100.234567901232,9385.086419753086
Spot_10397,12361.483606557376,9383.893442622952
Spot_10398,13307.444444444443,9385.577777777778
Spot_10399,11068.884057971014,9387.891304347826
Spot_104,13288.539325842698,6428.191011235955
Spot_1040,12865.775,6870.425
Spot_10400,11390.322222222225,9386.177777777775
Spot_10401,11682.909090909092,9393.416927899687
Spot_10402,11977.479166666664,9385.708333333334
Spot_10403,13186.798742138364,9390.440251572329
Spot_10404,10970.52409638554,9390.4578313253
Spot_10405,11049.640718562874,9391.964071856288
Spot_10406,11103.781818181818,9395.236363636364
Spot_10407,11147.506172839507,9390.413580246914
Spot_10408,11630.926530612243,9392.253061224492
Spot_10409,11937.42259414226,9398.046025104602
Spot_1041,13969.473333333333,6875.046666666667
Spot_10410,12229.539682539682,9387.198412698412
Spot_10411,12401.8,9386.166666666666
Spot_10412,12768.35,9390.266666666666
Spot_10413,12211.697368421052,9388.763157894737
Spot_10414,13169.705263157895,9398.163157894736
Spot_10415,10581.443113772457,9396.047904191617
Spot_10416,11466.40522875817,9393.477124183006
Spot_10417,11796.415384615384,9395.373076923077
Spot_10418,12033.577114427859,9395.84577114428
Spot_10419,12158.067193675892,9394.628458498024
Spot_1042,14267.84713375796,6873.87898089172
Spot_10420,12182.285714285714,9389.82142857143
Spot_10421,12667.185792349726,9401.071038251366
Spot_10422,12940.897560975607,9394.765853658537
Spot_10423,10848.536231884058,9394.384057971014
Spot_10424,11132.101045296167,9400.452961672474
Spot_10425,11591.990950226245,9394.900452488688
Spot_10426,12728.141025641024,9393.52564102564
Spot_10427,13081.818181818182,9395.867132867133
Spot_10428,10625.622641509432,9400.25786163522
Spot_10429,10724.185185185184,9397.638888888889
Spot_1043,12788.123456790125,6879.493827160494
Spot_10430,11755.716666666667,9406.3
Spot_10431,12261.873873873874,9403.153153153153
Spot_10432,12377.586206896553,9396.091954022988
Spot_10433,12999.992,9395.76
Spot_10434,11444.518181818183,9396.581818181818
Spot_10435,11823.906432748538,9397.269005847951
Spot_10436,11889.12101910828,9398.745222929936
Spot_10437,12121.315972222224,9397.621527777776
Spot_10438,13431.811764705884,9397.2
Spot_10439,10820.08585858586,9403.626262626263
Spot_1044,13086.142857142857,6880.780612244897
Spot_10440,11409.057971014492,9397.014492753624
Spot_10441,11846.022988505747,9397.172413793105
Spot_10442,12454.628571428571,9400.65
Spot_10443,12527.831632653062,9417.44387755102
Spot_10444,12854.431924882627,9411.777777777776
Spot_10445,12984.045454545454,9398.34090909091
Spot_10446,13215.14126394052,9403.397769516729
Spot_10447,13253.20053475936,9413.080213903744
Spot_10448,13454.511235955057,9401.730337078652
Spot_10449,10603.09649122807,9401.315789473683
Spot_1045,13459.666666666664,6878.035897435899
Spot_10450,11003.057971014492,9403.246376811594
Spot_10451,11219.356521739131,9400.017391304347
Spot_10452,12012.193333333333,9404.453333333333
Spot_10453,12566.348837209302,9401.666666666666
Spot_10454,12831.638297872341,9401.078014184395
Spot_10455,13136.413145539906,9406.046948356809
Spot_10456,11393.820224719098,9403.337078651686
Spot_10457,11644.55614973262,9409.98395721925
Spot_10458,12332.016260162603,9404.38211382114
Spot_10459,11957.607902735564,9420.765957446807
Spot_1046,13592.038314176245,6882.60153256705
Spot_10460,12885.285106382978,9413.370212765958
Spot_10461,13027.862068965518,9406.503448275862
Spot_10462,13278.941358024693,9412.746913580248
Spot_10463,13356.410493827161,9413.475308641977
Spot_10464,10898.612903225809,9414.881720430107
Spot_10465,11180.09219858156,9411.560283687944
Spot_10466,12504.134020618558,9417.98969072165
Spot_10467,13094.447204968943,9411.788819875776
Spot_10468,11380.60606060606,9413.90909090909
Spot_10469,11699.149253731342,9410.104477611942
Spot_1047,11246.05027932961,6883.284916201117
Spot_10470,11715.82105263158,9417.105263157895
Spot_10471,11782.560846560847,9416.253968253968
Spot_10472,12638.896825396823,9410.833333333334
Spot_10473,13064.45,9412.183333333332
Spot_10474,13117.162162162163,9411.387387387387
Spot_10475,13393.408602150537,9411.397849462366
Spot_10476,13623.519230769229,9413.528846153846
Spot_10477,10681.945812807882,9418.709359605911
Spot_10478,11459.811926605504,9416.857798165138
Spot_10479,11863.271653543306,9422.531496062991
Spot_1048,11819.48132780083,6884.651452282158
Spot_10480,10538.048780487805,9417.975609756097
Spot_10481,11555.630225080386,9421.286173633442
Spot_10482,11808.511111111111,9417.693333333333
Spot_10483,11831.303370786516,9414.52808988764
Spot_10484,12159.745283018867,9418.801886792453
Spot_10485,12474.661710037175,9418.338289962823
Spot_10486,12546.617391304348,9420.35652173913
Spot_10487,12901.975247524751,9422.618811881188
Spot_10488,13185.569620253164,9418.075949367087
Spot_10489,10840.379746835442,9416.32911392405
Spot_1049,11921.210084033612,6877.453781512605
Spot_10490,11677.7969348659,9422.448275862067
Spot_10491,11886.273224043716,9430.20218579235
Spot_10492,11923.651515151516,9424.212121212122
Spot_10493,12414.928571428569,9416.059523809525
Spot_10494,12960.193333333333,9415.293333333333
Spot_10495,13644.183544303798,9420.348101265825
Spot_10496,11119.940054495914,9426.471389645776
Spot_10497,11201.037533512063,9429.166219839142
Spot_10498,12096.463878326997,9418.536121673003
Spot_10499,12576.539906103286,9421.99530516432
Spot_105,13369.847328244276,6428.923664122138
Spot_1050,12041.633484162896,6878.126696832579
Spot_10500,12783.973509933774,9419.264900662252
Spot_10501,12942.113333333333,9417.96
Spot_10502,12988.519230769229,9416.701923076924
Spot_10503,10721.378048780489,9424.603658536584
Spot_10504,11023.65019011407,9429.288973384031
Spot_10505,11607.180722891564,9423.72891566265
Spot_10506,12802.903999999999,9420.968
Spot_10507,13427.298507462689,9428.843283582091
Spot_10508,10558.0,9418.6
Spot_10509,10604.52380952381,9423.823129251701
Spot_1051,12063.586666666664,6878.8533333333335
Spot_10510,10999.412698412698,9421.65873015873
Spot_10511,11041.129251700679,9423.360544217689
Spot_10512,11326.804511278197,9423.736842105263
Spot_10513,12306.09375,9421.53125
Spot_10514,12430.883977900552,9422.955801104972
Spot_10515,12452.123376623376,9421.25324675325
Spot_10516,13168.89705882353,9424.421568627453
Spot_10517,11059.524590163934,9423.877049180328
Spot_10518,12594.628865979379,9422.814432989693
Spot_10519,13220.944444444443,9426.447916666666
Spot_1052,12313.705357142857,6875.660714285716
Spot_10520,13546.554347826086,9428.471014492754
Spot_10521,11653.463203463203,9432.744588744587
Spot_10522,12178.257641921396,9428.144104803494
Spot_10523,12208.13712374582,9427.926421404682
Spot_10524,12236.343589743592,9427.405128205128
Spot_10525,12398.38,9431.515
Spot_10526,13026.542207792207,9432.931818181818
Spot_10527,13151.848648648647,9431.778378378378
Spot_10528,13330.1981981982,9428.468468468467
Spot_10529,11270.92273730684,9432.441501103753
Spot_1053,12506.055555555557,6871.833333333332
Spot_10530,11727.743421052632,9430.697368421052
Spot_10531,12075.063999999998,9428.984
Spot_10532,12331.334693877548,9432.102040816326
Spot_10534,10854.282051282049,9429.346153846154
Spot_10535,11230.08205128205,9429.748717948718
Spot_10536,12114.355769230771,9430.51923076923
Spot_10537,12704.37068965517,9431.603448275862
Spot_10538,12918.153846153846,9428.52564102564
Spot_10539,13403.334710743802,9435.520661157025
Spot_1054,12764.847352024924,6884.0311526479745
Spot_10540,10831.691358024693,9435.25925925926
Spot_10541,11416.446808510636,9436.425531914894
Spot_10542,11840.544642857143,9431.44642857143
Spot_10543,12037.55737704918,9433.754098360656
Spot_10544,12141.925373134329,9434.363184079602
Spot_10545,12314.454545454546,9442.836363636363
Spot_10546,12353.895652173911,9430.33913043478
Spot_10547,12373.705128205127,9434.339743589744
Spot_10548,11307.603508771928,9438.091228070176
Spot_10549,11468.939163498098,9438.878326996197
Spot_1055,13521.488095238095,6880.196428571428
Spot_10550,12257.544776119405,9433.44776119403
Spot_10551,13045.866438356165,9444.616438356165
Spot_10552,10708.30612244898,9439.462585034014
Spot_10553,11690.22448979592,9434.479591836733
Spot_10554,12555.245222929936,9442.958598726114
Spot_10555,12943.666666666664,9434.012121212121
Spot_10556,13193.38596491228,9436.06432748538
Spot_10557,13362.645454545454,9434.054545454546
Spot_10558,11174.552158273382,9450.629496402878
Spot_10559,11994.62717770035,9441.871080139374
Spot_1056,11400.422222222222,6877.6
Spot_10560,12687.832402234637,9448.215083798885
Spot_10561,12854.052154195013,9442.965986394558
Spot_10562,12965.9010989011,9439.472527472528
Spot_10563,13260.147540983606,9445.170960187354
Spot_10564,13378.326815642458,9444.108938547486
Spot_10565,10899.63120567376,9442.72340425532
Spot_10566,10955.969111969112,9443.683397683397
Spot_10567,11789.427385892117,9445.572614107885
Spot_10568,12265.81081081081,9446.04054054054
Spot_10569,12574.615384615383,9448.796380090498
Spot_1057,12668.615384615383,6881.605128205129
Spot_10570,12655.225563909775,9439.233082706767
Spot_10571,11370.857142857143,9440.014285714286
Spot_10572,11488.394321766562,9448.7476340694
Spot_10573,11853.8,9446.654545454543
Spot_10574,12423.6047008547,9449.735042735045
Spot_10575,12734.814285714287,9439.371428571429
Spot_10576,13098.798850574713,9448.850574712644
Spot_10577,13504.664473684208,9442.960526315792
Spot_10578,10624.082840236686,9445.23076923077
Spot_10579,10667.0,9440.558139534884
Spot_1058,14118.650602409638,6876.132530120482
Spot_10580,11134.944444444443,9446.438596491227
Spot_10581,11526.840425531916,9445.074468085106
Spot_10582,11756.743478260869,9445.739130434782
Spot_10583,12188.719512195124,9449.47256097561
Spot_10584,12349.887755102041,9450.045918367347
Spot_10585,13007.822463768116,9456.478260869566
Spot_10586,11678.824074074077,9446.685185185184
Spot_10587,12218.465020576134,9447.41975308642
Spot_10588,12918.68146214099,9450.383812010445
Spot_10589,13066.014925373134,9445.902985074626
Spot_1059,11581.84,6883.68
Spot_10590,13443.628048780489,9446.591463414634
Spot_10591,10806.522935779816,9445.339449541285
